P2P_Bandwidth_Gbps,DDP_s,LocalAdam_s,DES_LOC_s,FAVG_OPT_s,Neuron_SP_s,ZeROpp_75pct_s,DS_AR_opt_75pct_1.2x_s,DS_MoE_91pct_3.2x_s,LocalSGD_K16_93.8pct_s,SlowMo_K12_91.7pct_s,BytePS_TopK_99.9pct_s,JAX_SPMD_50pct_1.15x_s,Flux_overlap_0pct_1.25x_s
1.852768e-02,4.5186e+09,5.3545e+07,2.6890e+07,1.7883e+07,1.5073e+07,1.1284e+09,1.1283e+09,4.0620e+08,2.8223e+08,3.7474e+08,4.7336e+06,2.2565e+09,4.5129e+09
1.871047e-02,4.4595e+09,5.2845e+07,2.6016e+07,1.7742e+07,1.4583e+07,1.1173e+09,1.1173e+09,4.0224e+08,2.7948e+08,3.7108e+08,4.6896e+06,2.2345e+09,4.4688e+09
1.889506e-02,4.4055e+09,5.2205e+07,2.5399e+07,1.7618e+07,1.4237e+07,1.1064e+09,1.1064e+09,3.9831e+08,2.7675e+08,3.6746e+08,4.6459e+06,2.2126e+09,4.4251e+09
1.908147e-02,4.3747e+09,5.1840e+07,2.5399e+07,1.7495e+07,1.4237e+07,1.0956e+09,1.0956e+09,3.9442e+08,2.7405e+08,3.6387e+08,4.6027e+06,2.1910e+09,4.3819e+09
1.926972e-02,4.3441e+09,5.1243e+07,2.5399e+07,1.7294e+07,1.4237e+07,1.0849e+09,1.0849e+09,3.9056e+08,2.7137e+08,3.6032e+08,4.5599e+06,2.1696e+09,4.3391e+09
1.945983e-02,4.3133e+09,5.0542e+07,2.5248e+07,1.7057e+07,1.4152e+07,1.0743e+09,1.0743e+09,3.8675e+08,2.6872e+08,3.5680e+08,4.5175e+06,2.1484e+09,4.2967e+09
1.965181e-02,4.2712e+09,5.0189e+07,2.5013e+07,1.6938e+07,1.4021e+07,1.0638e+09,1.0638e+09,3.8297e+08,2.6610e+08,3.5332e+08,4.4755e+06,2.1274e+09,4.2547e+09
1.984569e-02,4.2269e+09,4.9987e+07,2.4780e+07,1.6820e+07,1.3890e+07,1.0534e+09,1.0534e+09,3.7923e+08,2.6350e+08,3.4987e+08,4.4339e+06,2.1067e+09,4.2132e+09
2.004148e-02,4.1797e+09,4.9987e+07,2.4549e+07,1.6702e+07,1.3761e+07,1.0431e+09,1.0431e+09,3.7553e+08,2.6093e+08,3.4645e+08,4.3928e+06,2.0861e+09,4.1720e+09
2.023920e-02,4.1236e+09,4.9140e+07,2.4506e+07,1.6491e+07,1.3737e+07,1.0330e+09,1.0329e+09,3.7186e+08,2.5838e+08,3.4307e+08,4.3520e+06,2.0657e+09,4.1312e+09
2.043887e-02,4.0719e+09,4.8251e+07,2.4438e+07,1.6261e+07,1.3698e+07,1.0229e+09,1.0228e+09,3.6823e+08,2.5586e+08,3.3972e+08,4.3117e+06,2.0455e+09,4.0909e+09
2.064051e-02,4.0434e+09,4.7914e+07,2.4097e+07,1.6035e+07,1.3507e+07,1.0129e+09,1.0128e+09,3.6463e+08,2.5336e+08,3.3640e+08,4.2717e+06,2.0255e+09,4.0509e+09
2.084414e-02,4.0151e+09,4.7579e+07,2.3761e+07,1.5942e+07,1.3319e+07,1.0030e+09,1.0030e+09,3.6107e+08,2.5089e+08,3.3312e+08,4.2321e+06,2.0058e+09,4.0113e+09
2.104978e-02,3.9871e+09,4.7246e+07,2.3430e+07,1.5942e+07,1.3134e+07,9.9319e+08,9.9316e+08,3.5754e+08,2.4844e+08,3.2986e+08,4.1930e+06,1.9862e+09,3.9722e+09
2.125745e-02,3.9322e+09,4.6916e+07,2.3262e+07,1.5726e+07,1.3039e+07,9.8349e+08,9.8346e+08,3.5405e+08,2.4601e+08,3.2664e+08,4.1542e+06,1.9668e+09,3.9334e+09
2.146717e-02,3.8873e+09,4.6470e+07,2.3099e+07,1.5506e+07,1.2948e+07,9.7388e+08,9.7385e+08,3.5059e+08,2.4361e+08,3.2345e+08,4.1157e+06,1.9476e+09,3.8949e+09
2.167895e-02,3.8601e+09,4.5822e+07,2.2938e+07,1.5290e+07,1.2858e+07,9.6437e+08,9.6434e+08,3.4717e+08,2.4123e+08,3.2030e+08,4.0777e+06,1.9285e+09,3.8569e+09
2.189283e-02,3.8130e+09,4.5422e+07,2.2897e+07,1.5157e+07,1.2835e+07,9.5495e+08,9.5492e+08,3.4377e+08,2.3888e+08,3.1717e+08,4.0400e+06,1.9097e+09,3.8192e+09
2.210881e-02,3.7635e+09,4.5061e+07,2.2832e+07,1.5036e+07,1.2798e+07,9.4563e+08,9.4559e+08,3.4042e+08,2.3655e+08,3.1407e+08,4.0027e+06,1.8910e+09,3.7819e+09
2.232693e-02,3.7372e+09,4.4433e+07,2.2357e+07,1.4827e+07,1.2532e+07,9.3639e+08,9.3636e+08,3.3709e+08,2.3424e+08,3.1101e+08,3.9657e+06,1.8726e+09,3.7450e+09
2.254720e-02,3.6975e+09,4.3975e+07,2.2052e+07,1.4674e+07,1.2361e+07,9.2724e+08,9.2721e+08,3.3380e+08,2.3195e+08,3.0797e+08,3.9292e+06,1.8543e+09,3.7084e+09
2.276964e-02,3.6459e+09,4.3668e+07,2.1898e+07,1.4571e+07,1.2275e+07,9.1819e+08,9.1816e+08,3.3054e+08,2.2969e+08,3.0496e+08,3.8929e+06,1.8362e+09,3.6721e+09
2.299427e-02,3.6182e+09,4.3086e+07,2.1538e+07,1.4470e+07,1.2073e+07,9.0922e+08,9.0919e+08,3.2731e+08,2.2745e+08,3.0199e+08,3.8571e+06,1.8182e+09,3.6363e+09
2.322113e-02,3.5929e+09,4.2575e+07,2.1252e+07,1.4368e+07,1.1912e+07,9.0034e+08,9.0031e+08,3.2411e+08,2.2523e+08,2.9904e+08,3.8215e+06,1.8005e+09,3.6008e+09
2.345022e-02,3.5677e+09,4.2277e+07,2.1177e+07,1.4268e+07,1.1871e+07,8.9154e+08,8.9151e+08,3.2095e+08,2.2303e+08,2.9612e+08,3.7864e+06,1.7829e+09,3.5656e+09
2.368157e-02,3.5428e+09,4.1982e+07,2.1103e+07,1.4100e+07,1.1829e+07,8.8284e+08,8.8280e+08,3.1781e+08,2.2085e+08,2.9323e+08,3.7515e+06,1.7655e+09,3.5307e+09
2.391520e-02,3.5163e+09,4.1667e+07,2.1029e+07,1.3904e+07,1.1788e+07,8.7421e+08,8.7418e+08,3.1471e+08,2.1869e+08,2.9036e+08,3.7170e+06,1.7482e+09,3.4963e+09
2.415114e-02,3.4673e+09,4.1086e+07,2.0956e+07,1.3710e+07,1.1746e+07,8.6567e+08,8.6564e+08,3.1163e+08,2.1656e+08,2.8753e+08,3.6829e+06,1.7311e+09,3.4621e+09
2.438940e-02,3.4300e+09,4.0645e+07,2.0782e+07,1.3563e+07,1.1649e+07,8.5722e+08,8.5719e+08,3.0859e+08,2.1445e+08,2.8472e+08,3.6491e+06,1.7142e+09,3.4283e+09
2.463002e-02,3.4060e+09,4.0360e+07,2.0492e+07,1.3468e+07,1.1487e+07,8.4885e+08,8.4882e+08,3.0558e+08,2.1235e+08,2.8194e+08,3.6156e+06,1.6975e+09,3.3948e+09
2.487301e-02,3.3622e+09,3.9841e+07,2.0206e+07,1.3374e+07,1.1327e+07,8.4056e+08,8.4053e+08,3.0259e+08,2.1028e+08,2.7919e+08,3.5824e+06,1.6809e+09,3.3616e+09
2.511839e-02,3.3208e+09,3.9350e+07,1.9903e+07,1.3258e+07,1.1156e+07,8.3235e+08,8.3232e+08,2.9964e+08,2.0823e+08,2.7646e+08,3.5496e+06,1.6645e+09,3.3288e+09
2.536620e-02,3.2975e+09,3.9075e+07,1.9534e+07,1.3074e+07,1.0950e+07,8.2422e+08,8.2419e+08,2.9671e+08,2.0620e+08,2.7377e+08,3.5171e+06,1.6482e+09,3.2963e+09
2.561645e-02,3.2602e+09,3.8802e+07,1.9368e+07,1.2948e+07,1.0857e+07,8.1617e+08,8.1614e+08,2.9381e+08,2.0418e+08,2.7109e+08,3.4849e+06,1.6321e+09,3.2641e+09
2.586917e-02,3.2150e+09,3.8529e+07,1.9323e+07,1.2857e+07,1.0831e+07,8.0820e+08,8.0816e+08,2.9094e+08,2.0219e+08,2.6845e+08,3.4530e+06,1.6162e+09,3.2322e+09
2.612439e-02,3.1925e+09,3.7992e+07,1.9255e+07,1.2767e+07,1.0793e+07,8.0030e+08,8.0027e+08,2.8810e+08,2.0022e+08,2.6583e+08,3.4214e+06,1.6004e+09,3.2006e+09
2.638212e-02,3.1702e+09,3.7566e+07,1.9081e+07,1.2643e+07,1.0696e+07,7.9249e+08,7.9245e+08,2.8529e+08,1.9826e+08,2.6323e+08,3.3901e+06,1.5848e+09,3.1693e+09
2.664240e-02,3.1480e+09,3.7304e+07,1.8750e+07,1.2467e+07,1.0510e+07,7.8475e+08,7.8471e+08,2.8250e+08,1.9633e+08,2.6066e+08,3.3592e+06,1.5693e+09,3.1384e+09
2.690524e-02,3.1089e+09,3.6840e+07,1.8637e+07,1.2361e+07,1.0447e+07,7.7708e+08,7.7705e+08,2.7974e+08,1.9441e+08,2.5812e+08,3.3285e+06,1.5539e+09,3.1077e+09
2.717067e-02,3.0693e+09,3.6370e+07,1.8558e+07,1.2274e+07,1.0403e+07,7.6949e+08,7.6946e+08,2.7701e+08,1.9251e+08,2.5560e+08,3.2982e+06,1.5388e+09,3.0774e+09
2.743873e-02,3.0478e+09,3.6116e+07,1.8351e+07,1.2189e+07,1.0287e+07,7.6198e+08,7.6194e+08,2.7430e+08,1.9063e+08,2.5310e+08,3.2681e+06,1.5237e+09,3.0473e+09
2.770943e-02,3.0147e+09,3.5863e+07,1.8118e+07,1.2056e+07,1.0156e+07,7.5453e+08,7.5450e+08,2.7162e+08,1.8877e+08,2.5063e+08,3.2383e+06,1.5089e+09,3.0175e+09
2.798280e-02,2.9727e+09,3.5613e+07,1.7866e+07,1.1888e+07,1.0014e+07,7.4716e+08,7.4713e+08,2.6897e+08,1.8693e+08,2.4818e+08,3.2088e+06,1.4941e+09,2.9881e+09
2.825886e-02,2.9507e+09,3.5364e+07,1.7675e+07,1.1800e+07,9.9076e+06,7.3987e+08,7.3984e+08,2.6634e+08,1.8511e+08,2.4576e+08,3.1797e+06,1.4795e+09,2.9589e+09
2.853765e-02,2.9301e+09,3.5035e+07,1.7490e+07,1.1718e+07,9.8039e+06,7.3264e+08,7.3261e+08,2.6374e+08,1.8330e+08,2.4336e+08,3.1508e+06,1.4651e+09,2.9300e+09
2.881919e-02,2.9096e+09,3.4547e+07,1.7307e+07,1.1636e+07,9.7012e+06,7.2549e+08,7.2545e+08,2.6117e+08,1.8151e+08,2.4099e+08,3.1221e+06,1.4508e+09,2.9013e+09
2.910351e-02,2.8747e+09,3.4065e+07,1.7169e+07,1.1497e+07,9.6239e+06,7.1840e+08,7.1837e+08,2.5862e+08,1.7974e+08,2.3863e+08,3.0938e+06,1.4366e+09,2.8730e+09
2.939064e-02,2.8368e+09,3.3641e+07,1.7036e+07,1.1345e+07,9.5495e+06,7.1138e+08,7.1135e+08,2.5609e+08,1.7799e+08,2.3630e+08,3.0657e+06,1.4226e+09,2.8449e+09
2.968059e-02,2.8170e+09,3.3641e+07,1.6799e+07,1.1265e+07,9.4165e+06,7.0444e+08,7.0440e+08,2.5359e+08,1.7625e+08,2.3400e+08,3.0379e+06,1.4087e+09,2.8171e+09
2.997341e-02,2.7876e+09,3.3408e+07,1.6622e+07,1.1148e+07,9.3175e+06,6.9756e+08,6.9752e+08,2.5111e+08,1.7453e+08,2.3171e+08,3.0104e+06,1.3949e+09,2.7896e+09
3.026911e-02,2.7488e+09,3.2943e+07,1.6506e+07,1.0993e+07,9.2523e+06,6.9074e+08,6.9071e+08,2.4866e+08,1.7283e+08,2.2945e+08,2.9832e+06,1.3813e+09,2.7624e+09
3.056774e-02,2.7273e+09,3.2484e+07,1.6391e+07,1.0907e+07,9.1876e+06,6.8400e+08,6.8397e+08,2.4623e+08,1.7114e+08,2.2721e+08,2.9562e+06,1.3678e+09,2.7354e+09
3.086930e-02,2.7082e+09,3.2031e+07,1.6246e+07,1.0810e+07,9.1063e+06,6.7732e+08,6.7729e+08,2.4383e+08,1.6947e+08,2.2499e+08,2.9295e+06,1.3544e+09,2.7087e+09
3.117385e-02,2.6893e+09,3.1585e+07,1.6019e+07,1.0659e+07,8.9794e+06,6.7070e+08,6.7067e+08,2.4144e+08,1.6782e+08,2.2280e+08,2.9030e+06,1.3412e+09,2.6822e+09
3.148140e-02,2.6582e+09,3.1433e+07,1.5942e+07,1.0559e+07,8.9360e+06,6.6415e+08,6.6412e+08,2.3909e+08,1.6618e+08,2.2062e+08,2.8768e+06,1.3281e+09,2.6560e+09
3.179198e-02,2.6219e+09,3.1414e+07,1.5932e+07,1.0482e+07,8.9307e+06,6.5766e+08,6.5763e+08,2.3675e+08,1.6456e+08,2.1847e+08,2.8508e+06,1.3151e+09,2.6301e+09
3.210562e-02,2.6036e+09,3.0976e+07,1.5710e+07,1.0336e+07,8.8063e+06,6.5124e+08,6.5121e+08,2.3444e+08,1.6295e+08,2.1634e+08,2.8252e+06,1.3023e+09,2.6044e+09
3.242237e-02,2.5854e+09,3.0637e+07,1.5491e+07,1.0254e+07,8.6836e+06,6.4488e+08,6.4485e+08,2.3215e+08,1.6136e+08,2.1423e+08,2.7997e+06,1.2896e+09,2.5789e+09
3.274223e-02,2.5673e+09,3.0423e+07,1.5276e+07,1.0254e+07,8.5626e+06,6.3858e+08,6.3855e+08,2.2988e+08,1.5979e+08,2.1214e+08,2.7745e+06,1.2770e+09,2.5537e+09
3.306525e-02,2.5348e+09,3.0037e+07,1.5063e+07,1.0137e+07,8.4432e+06,6.3235e+08,6.3232e+08,2.2764e+08,1.5823e+08,2.1006e+08,2.7496e+06,1.2645e+09,2.5288e+09
3.339146e-02,2.5031e+09,2.9661e+07,1.4896e+07,1.0010e+07,8.3495e+06,6.2617e+08,6.2614e+08,2.2541e+08,1.5668e+08,2.0801e+08,2.7249e+06,1.2521e+09,2.5041e+09
3.372089e-02,2.4856e+09,2.9454e+07,1.4896e+07,9.9402e+06,8.3495e+06,6.2006e+08,6.2002e+08,2.2321e+08,1.5515e+08,2.0598e+08,2.7004e+06,1.2399e+09,2.4796e+09
3.405356e-02,2.4580e+09,2.9127e+07,1.4834e+07,9.8707e+06,8.3149e+06,6.1400e+08,6.1397e+08,2.2103e+08,1.5364e+08,2.0397e+08,2.6762e+06,1.2278e+09,2.4554e+09
3.438952e-02,2.4237e+09,2.8721e+07,1.4730e+07,9.8017e+06,8.2568e+06,6.0800e+08,6.0797e+08,2.1887e+08,1.5214e+08,2.0198e+08,2.6522e+06,1.2158e+09,2.4314e+09
3.472879e-02,2.4064e+09,2.8712e+07,1.4627e+07,9.6004e+06,8.1991e+06,6.0207e+08,6.0203e+08,2.1674e+08,1.5066e+08,2.0001e+08,2.6285e+06,1.2039e+09,2.4077e+09
3.507141e-02,2.3896e+09,2.8565e+07,1.4488e+07,9.4489e+06,8.1209e+06,5.9619e+08,5.9615e+08,2.1462e+08,1.4919e+08,1.9806e+08,2.6049e+06,1.1922e+09,2.3841e+09
3.541741e-02,2.3729e+09,2.8167e+07,1.4286e+07,9.3828e+06,8.0077e+06,5.9036e+08,5.9033e+08,2.1252e+08,1.4773e+08,1.9613e+08,2.5816e+06,1.1805e+09,2.3609e+09
3.576683e-02,2.3439e+09,2.7775e+07,1.4087e+07,9.3666e+06,7.8961e+06,5.8460e+08,5.8457e+08,2.1045e+08,1.4629e+08,1.9421e+08,2.5586e+06,1.1690e+09,2.3378e+09
3.611969e-02,2.3135e+09,2.7415e+07,1.3890e+07,9.3481e+06,7.7861e+06,5.7889e+08,5.7886e+08,2.0839e+08,1.4486e+08,1.9232e+08,2.5357e+06,1.1576e+09,2.3150e+09
3.647603e-02,2.2973e+09,2.7223e+07,1.3697e+07,9.2179e+06,7.6776e+06,5.7324e+08,5.7320e+08,2.0636e+08,1.4345e+08,1.9044e+08,2.5131e+06,1.1463e+09,2.2923e+09
3.683589e-02,2.2728e+09,2.7033e+07,1.3556e+07,9.0894e+06,7.5987e+06,5.6764e+08,5.6761e+08,2.0434e+08,1.4205e+08,1.8858e+08,2.4907e+06,1.1351e+09,2.2699e+09
3.719929e-02,2.2412e+09,2.6844e+07,1.3461e+07,8.9628e+06,7.5456e+06,5.6209e+08,5.6206e+08,2.0235e+08,1.4066e+08,1.8674e+08,2.4686e+06,1.1240e+09,2.2478e+09
3.756629e-02,2.2242e+09,2.6485e+07,1.3367e+07,8.8948e+06,7.4928e+06,5.5660e+08,5.5657e+08,2.0037e+08,1.3929e+08,1.8492e+08,2.4466e+06,1.1130e+09,2.2258e+09
3.793690e-02,2.2086e+09,2.6172e+07,1.3227e+07,8.8139e+06,7.4142e+06,5.5117e+08,5.5114e+08,1.9841e+08,1.3793e+08,1.8311e+08,2.4249e+06,1.1021e+09,2.2041e+09
3.831117e-02,2.1932e+09,2.5989e+07,1.2982e+07,8.6911e+06,7.2768e+06,5.4579e+08,5.4575e+08,1.9647e+08,1.3659e+08,1.8133e+08,2.4033e+06,1.0914e+09,2.1825e+09
3.868913e-02,2.1673e+09,2.5807e+07,1.2824e+07,8.6116e+06,7.1881e+06,5.4046e+08,5.4042e+08,1.9456e+08,1.3525e+08,1.7956e+08,2.3820e+06,1.0807e+09,2.1612e+09
3.907082e-02,2.1383e+09,2.5613e+07,1.2706e+07,8.5514e+06,7.1225e+06,5.3518e+08,5.3515e+08,1.9266e+08,1.3394e+08,1.7780e+08,2.3609e+06,1.0701e+09,2.1401e+09
3.945628e-02,2.1233e+09,2.5256e+07,1.2618e+07,8.4916e+06,7.0727e+06,5.2995e+08,5.2992e+08,1.9077e+08,1.3263e+08,1.7607e+08,2.3400e+06,1.0597e+09,2.1192e+09
3.984554e-02,2.1085e+09,2.4985e+07,1.2529e+07,8.4322e+06,7.0232e+06,5.2478e+08,5.2474e+08,1.8891e+08,1.3133e+08,1.7435e+08,2.3193e+06,1.0493e+09,2.0985e+09
4.023864e-02,2.0938e+09,2.4811e+07,1.2442e+07,8.3733e+06,6.9741e+06,5.1965e+08,5.1962e+08,1.8707e+08,1.3005e+08,1.7265e+08,2.2988e+06,1.0391e+09,2.0780e+09
4.063561e-02,2.0667e+09,2.4637e+07,1.2429e+07,8.2652e+06,6.9669e+06,5.1458e+08,5.1455e+08,1.8524e+08,1.2878e+08,1.7096e+08,2.2785e+06,1.0289e+09,2.0577e+09
4.103651e-02,2.0414e+09,2.4424e+07,1.2401e+07,8.1637e+06,6.9513e+06,5.0955e+08,5.0952e+08,1.8343e+08,1.2753e+08,1.6930e+08,2.2584e+06,1.0189e+09,2.0376e+09
4.144136e-02,2.0271e+09,2.4084e+07,1.2286e+07,8.1066e+06,6.8866e+06,5.0458e+08,5.0454e+08,1.8164e+08,1.2628e+08,1.6764e+08,2.2385e+06,1.0089e+09,2.0177e+09
4.185020e-02,2.0041e+09,2.3853e+07,1.1994e+07,8.0146e+06,6.7233e+06,4.9965e+08,4.9962e+08,1.7987e+08,1.2505e+08,1.6601e+08,2.2188e+06,9.9908e+08,1.9980e+09
4.226308e-02,1.9763e+09,2.3684e+07,1.1614e+07,7.9037e+06,6.5102e+06,4.9477e+08,4.9474e+08,1.7811e+08,1.2383e+08,1.6439e+08,2.1993e+06,9.8932e+08,1.9785e+09
4.268003e-02,1.9625e+09,2.3354e+07,1.1614e+07,7.8485e+06,6.5102e+06,4.8994e+08,4.8991e+08,1.7637e+08,1.2263e+08,1.6278e+08,2.1799e+06,9.7966e+08,1.9591e+09
4.310109e-02,1.9433e+09,2.3093e+07,1.1614e+07,7.7936e+06,6.5102e+06,4.8515e+08,4.8512e+08,1.7465e+08,1.2143e+08,1.6120e+08,2.1608e+06,9.7009e+08,1.9400e+09
4.352631e-02,1.9163e+09,2.2932e+07,1.1517e+07,7.7391e+06,6.4555e+06,4.8041e+08,4.8038e+08,1.7294e+08,1.2024e+08,1.5962e+08,2.1418e+06,9.6062e+08,1.9211e+09
4.395572e-02,1.9000e+09,2.2646e+07,1.1419e+07,7.6850e+06,6.4009e+06,4.7572e+08,4.7569e+08,1.7125e+08,1.1907e+08,1.5807e+08,2.1231e+06,9.5123e+08,1.9023e+09
4.438937e-02,1.8844e+09,2.2358e+07,1.1325e+07,7.6219e+06,6.3483e+06,4.7108e+08,4.7105e+08,1.6958e+08,1.1791e+08,1.5652e+08,2.1045e+06,9.4194e+08,1.8837e+09
4.482730e-02,1.8582e+09,2.2201e+07,1.1168e+07,7.5157e+06,6.2598e+06,4.6648e+08,4.6645e+08,1.6792e+08,1.1676e+08,1.5500e+08,2.0861e+06,9.3274e+08,1.8653e+09
4.526954e-02,1.8395e+09,2.2046e+07,1.1055e+07,7.4403e+06,6.1970e+06,4.6192e+08,4.6189e+08,1.6628e+08,1.1562e+08,1.5348e+08,2.0679e+06,9.2363e+08,1.8471e+09
4.571615e-02,1.8267e+09,2.1892e+07,1.0978e+07,7.3882e+06,6.1537e+06,4.5741e+08,4.5738e+08,1.6466e+08,1.1449e+08,1.5199e+08,2.0498e+06,9.1461e+08,1.8290e+09
4.616717e-02,1.8139e+09,2.1595e+07,1.0901e+07,7.2879e+06,6.1107e+06,4.5294e+08,4.5291e+08,1.6305e+08,1.1338e+08,1.5050e+08,2.0320e+06,9.0568e+08,1.8112e+09
4.662264e-02,1.8055e+09,2.1344e+07,1.0800e+07,7.1863e+06,6.0536e+06,4.4852e+08,4.4849e+08,1.6146e+08,1.1227e+08,1.4903e+08,2.0143e+06,8.9683e+08,1.7935e+09
4.708260e-02,1.8055e+09,2.1195e+07,1.0649e+07,7.0862e+06,5.9693e+06,4.4414e+08,4.4411e+08,1.5988e+08,1.1118e+08,1.4758e+08,1.9968e+06,8.8807e+08,1.7760e+09
4.754709e-02,1.7782e+09,2.0940e+07,1.0465e+07,7.0230e+06,5.8662e+06,4.3980e+08,4.3977e+08,1.5832e+08,1.1009e+08,1.4614e+08,1.9794e+06,8.7940e+08,1.7586e+09
4.801617e-02,1.7439e+09,2.0664e+07,1.0293e+07,6.9685e+06,5.7695e+06,4.3551e+08,4.3548e+08,1.5678e+08,1.0902e+08,1.4471e+08,1.9622e+06,8.7081e+08,1.7414e+09
4.848988e-02,1.7317e+09,2.0520e+07,1.0293e+07,6.8714e+06,5.7695e+06,4.3126e+08,4.3123e+08,1.5524e+08,1.0796e+08,1.4330e+08,1.9452e+06,8.6230e+08,1.7244e+09
4.896826e-02,1.7135e+09,2.0376e+07,1.0245e+07,6.8232e+06,5.7426e+06,4.2705e+08,4.2701e+08,1.5373e+08,1.0690e+08,1.4190e+08,1.9284e+06,8.5388e+08,1.7076e+09
4.945136e-02,1.6897e+09,2.0234e+07,1.0149e+07,6.8232e+06,5.6892e+06,4.2288e+08,4.2284e+08,1.5223e+08,1.0586e+08,1.4052e+08,1.9117e+06,8.4554e+08,1.6909e+09
4.993923e-02,1.6765e+09,2.0234e+07,1.0076e+07,6.7809e+06,5.6479e+06,4.1875e+08,4.1872e+08,1.5074e+08,1.0483e+08,1.3915e+08,1.8952e+06,8.3728e+08,1.6744e+09
5.043191e-02,1.6648e+09,2.0234e+07,9.9900e+06,6.7206e+06,5.5998e+06,4.1466e+08,4.1463e+08,1.4927e+08,1.0381e+08,1.3779e+08,1.8788e+06,8.2910e+08,1.6580e+09
5.092945e-02,1.6532e+09,1.9730e+07,9.8647e+06,6.6270e+06,5.5295e+06,4.1061e+08,4.1058e+08,1.4781e+08,1.0279e+08,1.3645e+08,1.8626e+06,8.2100e+08,1.6418e+09
5.143190e-02,1.6340e+09,1.9453e+07,9.7982e+06,6.5346e+06,5.4923e+06,4.0660e+08,4.0657e+08,1.4637e+08,1.0179e+08,1.3512e+08,1.8466e+06,8.1299e+08,1.6258e+09
5.193930e-02,1.6118e+09,1.9310e+07,9.7546e+06,6.4436e+06,5.4678e+06,4.0263e+08,4.0260e+08,1.4494e+08,1.0080e+08,1.3380e+08,1.8307e+06,8.0505e+08,1.6099e+09
5.245171e-02,1.6005e+09,1.9041e+07,9.5738e+06,6.3538e+06,5.3665e+06,3.9870e+08,3.9867e+08,1.4352e+08,9.9815e+07,1.3249e+08,1.8150e+06,7.9718e+08,1.5942e+09
5.296918e-02,1.5845e+09,1.8833e+07,9.4443e+06,6.3036e+06,5.2939e+06,3.9480e+08,3.9477e+08,1.4212e+08,9.8842e+07,1.3120e+08,1.7994e+06,7.8940e+08,1.5786e+09
5.349175e-02,1.5624e+09,1.8702e+07,9.3783e+06,6.3036e+06,5.2569e+06,3.9095e+08,3.9092e+08,1.4073e+08,9.7878e+07,1.2992e+08,1.7840e+06,7.8169e+08,1.5632e+09
5.401948e-02,1.5495e+09,1.8464e+07,9.3127e+06,6.2313e+06,5.2201e+06,3.8713e+08,3.8710e+08,1.3936e+08,9.6924e+07,1.2865e+08,1.7687e+06,7.7405e+08,1.5479e+09
5.455241e-02,1.5387e+09,1.8233e+07,9.2250e+06,6.1445e+06,5.1709e+06,3.8335e+08,3.8332e+08,1.3800e+08,9.5979e+07,1.2740e+08,1.7536e+06,7.6649e+08,1.5328e+09
5.509060e-02,1.5280e+09,1.8106e+07,9.0540e+06,6.0589e+06,5.0751e+06,3.7961e+08,3.7958e+08,1.3665e+08,9.5043e+07,1.2616e+08,1.7386e+06,7.5900e+08,1.5178e+09
5.563411e-02,1.5109e+09,1.7979e+07,8.9809e+06,5.9995e+06,5.0342e+06,3.7590e+08,3.7587e+08,1.3532e+08,9.4116e+07,1.2492e+08,1.7238e+06,7.5159e+08,1.5030e+09
5.618297e-02,1.4899e+09,1.7854e+07,8.9725e+06,5.9576e+06,5.0294e+06,3.7223e+08,3.7220e+08,1.3400e+08,9.3199e+07,1.2371e+08,1.7091e+06,7.4425e+08,1.4883e+09
5.673725e-02,1.4793e+09,1.7607e+07,8.9394e+06,5.9159e+06,5.0109e+06,3.6860e+08,3.6857e+08,1.3269e+08,9.2290e+07,1.2250e+08,1.6946e+06,7.3698e+08,1.4738e+09
5.729699e-02,1.4651e+09,1.7407e+07,8.9029e+06,5.8593e+06,4.9904e+06,3.6500e+08,3.6497e+08,1.3139e+08,9.1390e+07,1.2130e+08,1.6802e+06,7.2978e+08,1.4594e+09
5.786226e-02,1.4447e+09,1.7285e+07,8.8614e+06,5.7776e+06,4.9671e+06,3.6143e+08,3.6140e+08,1.3011e+08,9.0499e+07,1.2012e+08,1.6659e+06,7.2265e+08,1.4451e+09
5.843311e-02,1.4322e+09,1.7164e+07,8.7112e+06,5.7275e+06,4.8829e+06,3.5790e+08,3.5787e+08,1.2884e+08,8.9617e+07,1.1895e+08,1.6518e+06,7.1560e+08,1.4310e+09
5.900958e-02,1.4222e+09,1.7027e+07,8.5472e+06,5.6933e+06,4.7910e+06,3.5441e+08,3.5438e+08,1.2758e+08,8.8743e+07,1.1779e+08,1.6378e+06,7.0861e+08,1.4170e+09
5.959175e-02,1.4122e+09,1.6790e+07,8.4875e+06,5.6933e+06,4.7575e+06,3.5095e+08,3.5092e+08,1.2633e+08,8.7878e+07,1.1664e+08,1.6240e+06,7.0169e+08,1.4032e+09
6.017965e-02,1.3971e+09,1.6618e+07,8.3967e+06,5.6509e+06,4.7066e+06,3.4752e+08,3.4749e+08,1.2510e+08,8.7022e+07,1.1550e+08,1.6103e+06,6.9483e+08,1.3895e+09
6.077336e-02,1.3777e+09,1.6502e+07,8.2797e+06,5.5721e+06,4.6411e+06,3.4413e+08,3.4410e+08,1.2388e+08,8.6173e+07,1.1438e+08,1.5967e+06,6.8805e+08,1.3759e+09
6.137293e-02,1.3673e+09,1.6281e+07,8.2704e+06,5.4945e+06,4.6359e+06,3.4077e+08,3.4074e+08,1.2267e+08,8.5333e+07,1.1326e+08,1.5833e+06,6.8133e+08,1.3625e+09
