step,DDP_ratio,DES_LOC_ratio,Local_Adam_ratio,FAVG_OPT_ratio,Neuron_SP_ratio
4600.0,1.000000,1.365360,1.111603,1.906142,1.049554
4610.0,1.000000,1.363482,1.105111,1.910599,1.049350
4620.0,1.000000,1.361812,1.099595,1.914626,1.043467
4630.0,1.000000,1.362032,1.103117,1.914530,1.049683
4640.0,1.000000,1.362253,1.106645,1.914433,1.059967
4650.0,1.000000,1.361677,1.109271,1.912069,1.061584
4660.0,1.000000,1.359896,1.110527,1.906294,1.063541
4670.0,1.000000,1.358116,1.111789,1.900510,1.062238
4680.0,1.000000,1.360306,1.121955,1.890819,1.078247
4690.0,1.000000,1.364203,1.135939,1.879458,1.090326
4700.0,1.000000,1.368098,1.149922,1.868097,1.094431
4710.0,1.000000,1.370456,1.526426,1.882255,1.083721
4720.0,1.000000,1.372816,1.902930,1.896413,1.071326
4730.0,1.000000,1.374686,2.128833,1.904907,1.069660
4740.0,1.000000,1.375822,2.128833,1.904907,1.069857
4750.0,1.000000,1.376958,2.128833,1.904907,1.068799
4760.0,1.000000,1.378095,2.128833,1.893774,1.066158
4770.0,1.000000,1.379231,2.128833,1.877868,1.064245
4780.0,1.000000,1.380367,2.128833,1.861962,1.064838
4790.0,1.000000,1.379092,1.784073,1.856344,1.060376
4800.0,1.000000,1.377815,1.438772,1.850715,1.062479
4810.0,1.000000,1.376629,1.230491,1.846319,1.060926
4820.0,1.000000,1.375587,1.228396,1.843782,1.065217
4830.0,1.000000,1.374545,1.226306,1.841250,1.061789
4840.0,1.000000,1.374232,1.225679,1.839694,1.062945
4850.0,1.000000,1.374232,1.225679,1.838558,1.067979
4860.0,1.000000,1.374232,1.225679,1.837423,1.077814
4870.0,1.000000,1.371961,1.221622,1.836287,1.084306
4880.0,1.000000,1.369689,1.217563,1.835151,1.080086
4890.0,1.000000,1.367955,1.215077,1.833294,1.073558
4900.0,1.000000,1.367484,1.216258,1.829753,1.066251
4910.0,1.000000,1.367011,1.217437,1.826214,1.068623
4920.0,1.000000,1.367188,1.217791,1.824357,1.067438
4930.0,1.000000,1.367642,1.217791,1.823221,1.077732
4940.0,1.000000,1.368098,1.217791,1.822084,1.077126
4950.0,1.000000,1.370369,1.233697,1.826630,1.078492
4960.0,1.000000,1.372641,1.249601,1.831175,1.071589
4970.0,1.000000,1.375205,1.277804,1.839196,1.066114
4980.0,1.000000,1.378461,1.334872,1.855384,1.071545
4990.0,1.000000,1.381732,1.392211,1.871649,1.095391
5000.0,1.000000,1.384932,1.411724,1.880352,1.112576
5010.0,1.000000,1.388111,1.414964,1.885816,1.115606
5020.0,1.000000,1.391305,1.418220,1.891306,1.103768
5030.0,1.000000,1.392907,1.419853,1.890029,1.091634
5040.0,1.000000,1.394510,1.421487,1.888747,1.086424
5050.0,1.000000,1.395636,1.423835,1.881019,1.084273
5060.0,1.000000,1.395636,1.427827,1.858253,1.087590
5070.0,1.000000,1.395636,1.431822,1.835489,1.088247
5080.0,1.000000,1.393214,1.432212,1.826235,1.090977
5090.0,1.000000,1.389752,1.431060,1.822773,1.087775
5100.0,1.000000,1.386292,1.429906,1.819313,1.091274
5110.0,1.000000,1.384312,1.699091,1.816067,1.084995
5120.0,1.000000,1.382334,1.967654,1.812825,1.087820
5130.0,1.000000,1.380510,2.156025,1.811186,1.089272
5140.0,1.000000,1.379026,2.158505,1.813269,1.093539
5150.0,1.000000,1.377542,2.160995,1.815360,1.115259
5160.0,1.000000,1.372960,2.158887,1.814308,1.117615
5170.0,1.000000,1.366342,2.153737,1.811173,1.112108
5180.0,1.000000,1.359752,2.148607,1.808051,1.088105
5190.0,1.000000,1.357966,2.146146,1.807125,1.086400
5200.0,1.000000,1.356183,2.143690,1.806202,1.088828
5210.0,1.000000,1.354424,2.141975,1.807957,1.086205
5220.0,1.000000,1.352710,2.141975,1.815958,1.083242
5230.0,1.000000,1.350994,2.141975,1.823959,1.081755
5240.0,1.000000,1.352090,2.141975,1.832147,1.085134
5250.0,1.000000,1.355057,2.141975,1.840457,1.082392
5260.0,1.000000,1.358026,2.141975,1.848767,1.077186
5270.0,1.000000,1.363012,1.719846,1.849738,1.076132
5280.0,1.000000,1.368012,1.296746,1.850712,1.074382
5290.0,1.000000,1.371862,1.020641,1.844514,1.081944
5300.0,1.000000,1.373009,1.089440,1.821581,1.091283
5310.0,1.000000,1.374155,1.158238,1.798648,1.101222
5320.0,1.000000,1.377296,1.186740,1.789889,1.094490
5330.0,1.000000,1.381784,1.188383,1.790581,1.091031
5340.0,1.000000,1.386292,1.190029,1.791275,1.079335
5350.0,1.000000,1.384809,1.188875,1.790121,1.084809
5360.0,1.000000,1.383323,1.187721,1.788967,1.082400
5370.0,1.000000,1.382286,1.185877,1.788159,1.080956
5380.0,1.000000,1.382286,1.182415,1.788159,1.076379
5390.0,1.000000,1.382286,1.178953,1.788159,1.072872
5400.0,1.000000,1.384421,1.178262,1.788159,1.082503
5410.0,1.000000,1.387983,1.179416,1.788159,1.082017
5420.0,1.000000,1.391542,1.180568,1.788159,1.078648
5430.0,1.000000,1.394270,1.181763,1.787081,1.077188
5440.0,1.000000,1.396907,1.182960,1.785884,1.099739
5450.0,1.000000,1.399098,1.189988,1.785044,1.115059
5460.0,1.000000,1.400252,1.210622,1.785044,1.108226
5470.0,1.000000,1.401406,1.231255,1.785044,1.089015
5480.0,1.000000,1.401175,1.444503,1.789892,1.079679
5490.0,1.000000,1.400021,1.786165,1.797967,1.083410
5500.0,1.000000,1.398867,2.127826,1.806043,1.081012
5510.0,1.000000,1.398752,2.161991,1.812244,1.078574
5520.0,1.000000,1.398752,2.161991,1.818235,1.075667
5530.0,1.000000,1.398752,2.161991,1.823812,1.072687
5540.0,1.000000,1.398752,2.161991,1.828428,1.071141
5550.0,1.000000,1.398752,2.161991,1.833042,1.066027
5560.0,1.000000,1.398059,1.956384,1.827967,1.067187
5570.0,1.000000,1.396907,1.613706,1.816429,1.069349
5580.0,1.000000,1.395753,1.271026,1.804889,1.074608
5590.0,1.000000,1.391979,1.234350,1.801795,1.077137
5600.0,1.000000,1.387925,1.231680,1.799642,1.080753
5610.0,1.000000,1.385215,1.348878,1.800000,1.083692
5620.0,1.000000,1.385627,1.747545,1.806240,1.091102
5630.0,1.000000,1.386041,2.148987,1.812524,1.082978
5640.0,1.000000,1.384675,2.311040,1.815047,1.087999
5650.0,1.000000,1.382119,2.312201,1.815047,1.081793
5660.0,1.000000,1.379566,2.313362,1.815047,1.091658
5670.0,1.000000,1.375914,2.314523,1.814002,1.093153
5680.0,1.000000,1.372141,2.315685,1.812840,1.091410
5690.0,1.000000,1.368073,2.234450,1.807570,1.085658
5700.0,1.000000,1.362829,1.823631,1.785868,1.083631
5710.0,1.000000,1.357583,1.412812,1.764166,1.083701
5720.0,1.000000,1.355903,1.258747,1.758271,1.079753
5730.0,1.000000,1.356600,1.275854,1.762916,1.083116
5740.0,1.000000,1.357297,1.292959,1.767561,1.082862
5750.0,1.000000,1.363073,1.193734,1.769693,1.096038
5760.0,1.000000,1.369416,1.081498,1.771550,1.101836
5770.0,1.000000,1.375086,0.993433,1.773901,1.110422
5780.0,1.000000,1.378041,1.002370,1.778220,1.109880
5790.0,1.000000,1.380996,1.011312,1.782538,1.096978
5800.0,1.000000,1.383203,1.020263,1.779801,1.094057
5810.0,1.000000,1.384911,1.029221,1.772353,1.091079
5820.0,1.000000,1.386621,1.038186,1.764896,1.096688
5830.0,1.000000,1.385445,1.037377,1.754717,1.093627
5840.0,1.000000,1.383948,1.035480,1.744236,1.096133
5850.0,1.000000,1.240480,0.929099,1.559783,0.988894
5860.0,1.000000,0.816136,0.616320,1.034633,0.662316
5870.0,1.000000,0.605338,0.460945,0.773758,0.495441
5880.0,1.000000,0.548155,0.417229,0.702806,0.446736
5890.0,1.000000,0.548406,0.414801,0.702806,0.444354
5900.0,1.000000,0.548657,0.412374,0.702806,0.443562
5910.0,1.000000,0.549376,0.412570,0.702806,0.445328
5920.0,1.000000,0.550148,0.413058,0.702806,0.447638
5930.0,1.000000,0.551635,0.413448,0.702900,0.447538
5940.0,1.000000,0.555980,0.413448,0.703373,0.449069
5950.0,1.000000,0.560327,0.413448,0.703845,0.447292
5960.0,1.000000,0.562499,0.418809,0.704326,0.443371
5970.0,1.000000,0.562499,0.429531,0.704817,0.438721
5980.0,1.000000,0.562499,0.440254,0.705308,0.439444
5990.0,1.000000,0.701484,0.720573,0.884942,0.547328
6000.0,1.000000,0.966947,1.253938,1.227952,0.756636
6010.0,1.000000,1.386792,2.097484,1.770674,1.081120
6020.0,1.000000,1.386792,2.097484,1.771837,1.081537
6030.0,1.000000,1.386792,2.097484,1.773002,1.077716
6040.0,1.000000,1.082846,1.636346,1.383185,0.858623
6050.0,1.000000,0.753441,1.136584,0.960087,0.605169
6060.0,1.000000,0.578170,0.870670,0.734963,0.466599
6070.0,1.000000,0.704292,0.913620,0.889772,0.552821
6080.0,1.000000,0.969837,1.033487,1.217142,0.749650
6090.0,1.000000,1.388393,1.222055,1.732676,1.069538
6100.0,1.000000,1.386783,1.219480,1.728348,1.074600
6110.0,1.000000,1.385177,1.216909,1.724032,1.083410
6120.0,1.000000,1.383574,1.214922,1.720880,1.087906
6130.0,1.000000,1.381976,1.213518,1.718891,1.084016
6140.0,1.000000,1.380380,1.212117,1.716907,1.083157
6150.0,1.000000,1.375542,1.210879,1.716510,1.081674
6160.0,1.000000,1.369893,1.209680,1.716510,1.077692
6170.0,1.000000,1.364478,1.209513,1.717073,1.074340
6180.0,1.000000,1.359976,1.213467,1.719887,1.087071
6190.0,1.000000,1.355455,1.217441,1.722716,1.102590
6200.0,1.000000,1.351844,1.220727,1.726303,1.111855
6210.0,1.000000,1.349152,1.223310,1.730638,1.096087
6220.0,1.000000,1.346451,1.225894,1.734976,1.084562
6230.0,1.000000,1.345911,1.242863,1.737784,1.086013
6240.0,1.000000,1.345911,1.263425,1.740203,1.078948
6250.0,1.000000,1.347238,1.341063,1.744348,1.084357
6260.0,1.000000,1.353890,1.647861,1.755430,1.078923
6270.0,1.000000,1.360573,1.956099,1.766567,1.095047
6280.0,1.000000,1.364492,2.109521,1.771699,1.096034
6290.0,1.000000,1.365624,2.107053,1.770796,1.090445
6300.0,1.000000,1.366756,2.104590,1.769895,1.081747
6310.0,1.000000,1.367272,2.102059,1.762181,1.079912
6320.0,1.000000,1.367635,2.099516,1.752784,1.101040
6330.0,1.000000,1.435708,2.034824,1.743187,1.106889
6340.0,1.000000,1.774632,1.721524,1.732705,1.111868
6350.0,1.000000,2.113556,1.408223,1.722223,1.096758
6360.0,1.000000,2.284346,1.252301,1.717397,1.100066
6370.0,1.000000,2.287012,1.253762,1.718234,1.094276
6380.0,1.000000,2.289684,1.255227,1.719073,1.090878
6390.0,1.000000,2.290221,1.255521,1.718308,1.076925
6400.0,1.000000,2.290221,1.255521,1.717139,1.071113
6410.0,1.000000,2.167413,1.188311,1.624068,1.007165
6420.0,1.000000,1.410868,0.774274,1.057180,0.657029
6430.0,1.000000,1.045819,0.574492,0.783645,0.491657
6440.0,1.000000,0.856103,0.508929,0.693641,0.439001
6450.0,1.000000,0.716270,0.508929,0.693168,0.439822
6460.0,1.000000,0.576436,0.508929,0.692697,0.440342
6470.0,1.000000,0.548469,0.509306,0.693358,0.443098
6480.0,1.000000,0.548469,0.509779,0.694302,0.447081
6490.0,1.000000,0.548518,0.523302,0.695398,0.446442
6500.0,1.000000,0.549009,0.654287,0.697851,0.445352
6510.0,1.000000,0.549499,0.785273,0.700304,0.445974
6520.0,1.000000,0.582409,0.900540,0.743825,0.474728
6530.0,1.000000,0.660721,1.019878,0.845226,0.537902
6540.0,1.000000,0.762958,1.175675,0.977608,0.617375
6550.0,1.000000,0.902064,1.387655,1.155879,0.726470
6560.0,1.000000,1.102370,1.692894,1.412015,0.880814
6570.0,1.000000,1.376872,2.111016,1.761289,1.100240
6580.0,1.000000,1.379767,2.113587,1.747591,1.097834
6590.0,1.000000,1.382672,2.116168,1.733863,1.101242
6600.0,1.000000,1.383313,2.116215,1.725381,1.111377
6610.0,1.000000,1.381689,2.113731,1.722181,1.117758
6620.0,1.000000,1.380069,2.111252,1.718992,1.124158
6630.0,1.000000,1.380684,2.110760,1.718355,1.115208
6640.0,1.000000,1.381857,2.110760,1.718355,1.115731
6650.0,1.000000,1.372597,2.110760,1.718239,1.119920
6660.0,1.000000,1.269458,2.110760,1.717067,1.117486
6670.0,1.000000,1.166316,2.110760,1.715894,1.119822
6680.0,1.000000,1.103891,2.109730,1.713380,1.116310
6690.0,1.000000,1.102551,2.107168,1.708871,1.123732
6700.0,1.000000,1.101214,2.104613,1.704371,1.125970
6710.0,1.000000,1.102720,2.102138,1.700947,1.126996
6720.0,1.000000,1.104933,2.099686,1.697797,1.122479
6730.0,1.000000,1.115461,2.098217,1.695910,1.122909
6740.0,1.000000,1.201218,2.105578,1.705368,1.134115
6750.0,1.000000,1.287573,2.112986,1.714888,1.162252
6760.0,1.000000,1.344107,2.118495,1.723919,1.173747
6770.0,1.000000,1.355185,2.121084,1.732142,1.172790
6780.0,1.000000,1.366293,2.123684,1.740388,1.155359
6790.0,1.000000,1.373502,2.124201,1.743924,1.156378
6800.0,1.000000,1.379737,2.124201,1.746283,1.159583
6810.0,1.000000,1.385633,2.124455,1.748615,1.164932
6820.0,1.000000,1.388449,2.126965,1.750680,1.158825
6830.0,1.000000,1.391274,2.129480,1.752751,1.162787
6840.0,1.000000,1.131111,1.620635,1.418679,0.944165
6850.0,1.000000,0.769481,0.915830,0.955606,0.643533
6860.0,1.000000,0.583067,0.552515,0.716902,0.486562
6870.0,1.000000,0.555366,0.499597,0.682398,0.465368
6880.0,1.000000,0.554422,0.499093,0.682398,0.470331
6890.0,1.000000,0.565990,0.509869,0.697893,0.492967
6900.0,1.000000,0.730305,0.658453,0.902925,0.647989
6910.0,1.000000,1.031333,0.930660,1.278545,0.911548
6920.0,1.000000,1.369509,1.238852,1.703820,1.186225
6930.0,1.000000,1.362896,1.238852,1.703820,1.168438
6940.0,1.000000,1.356282,1.238852,1.703820,1.170987
6950.0,1.000000,1.352982,1.238852,1.705535,1.179536
6960.0,1.000000,1.351101,1.238852,1.707985,1.189276
6970.0,1.000000,1.349408,1.239089,1.710424,1.191703
6980.0,1.000000,1.349408,1.241448,1.712784,1.188173
6990.0,1.000000,1.349408,1.243805,1.715143,1.176827
7000.0,1.000000,1.350014,1.270417,1.720334,1.174737
7010.0,1.000000,1.351530,1.333403,1.729769,1.171754
7020.0,1.000000,1.353046,1.396389,1.739205,1.176644
7030.0,1.000000,1.355218,1.410656,1.748038,1.183429
7040.0,1.000000,1.357666,1.404040,1.756613,1.189230
7050.0,1.000000,1.360401,1.398089,1.764448,1.188942
7060.0,1.000000,1.365709,1.398089,1.765626,1.197426
7070.0,1.000000,1.371017,1.398089,1.766806,1.204611
7080.0,1.000000,1.375382,1.359042,1.762687,1.205227
7090.0,1.000000,1.378330,1.261426,1.750619,1.193209
7100.0,1.000000,1.381280,1.163810,1.738552,1.186913
7110.0,1.000000,1.380926,1.134786,1.732647,1.193478
7120.0,1.000000,1.379158,1.135160,1.729380,1.191512
7130.0,1.000000,1.377387,1.135532,1.726113,1.189534
7140.0,1.000000,1.371526,1.135532,1.726113,1.187080
7150.0,1.000000,1.365663,1.135532,1.726113,1.190284
7160.0,1.000000,1.361050,1.132231,1.725299,1.188969
7170.0,1.000000,1.358311,1.123990,1.723267,1.190030
7180.0,1.000000,1.355579,1.115770,1.721240,1.184148
7190.0,1.000000,1.351685,1.111480,1.716166,1.179179
7200.0,1.000000,1.347305,1.108876,1.709803,1.166355
7210.0,1.000000,1.342949,1.106285,1.703470,1.182955
7220.0,1.000000,1.344507,1.106285,1.690124,1.190971
7230.0,1.000000,1.346068,1.106285,1.676779,1.194527
7240.0,1.000000,1.347121,1.116710,1.669237,1.174647
7250.0,1.000000,1.347417,1.142773,1.670405,1.173859
7260.0,1.000000,1.347711,1.168837,1.671574,1.173056
7270.0,1.000000,1.350215,1.338326,1.681217,1.168911
7280.0,1.000000,1.353678,1.570205,1.694545,1.164267
7290.0,1.000000,1.357160,1.803176,1.707939,1.158241
7300.0,1.000000,1.359114,1.805379,1.712471,1.161649
7310.0,1.000000,1.361075,1.807587,1.717011,1.167127
7320.0,1.000000,1.363017,1.915980,1.720558,1.178677
7330.0,1.000000,1.364927,2.184076,1.722591,1.183513
7340.0,1.000000,1.366836,2.452801,1.724625,1.184855
7350.0,1.000000,1.369067,2.524434,1.713642,1.186261
7360.0,1.000000,1.371434,2.511418,1.697076,1.182214
7370.0,1.000000,1.373801,2.498401,1.680511,1.198537
7380.0,1.000000,1.373801,2.498401,1.679328,1.195685
7390.0,1.000000,1.373801,2.498401,1.678144,1.199209
7400.0,1.000000,1.373432,2.498708,1.677316,1.177960
7410.0,1.000000,1.372204,2.499731,1.677316,1.172790
7420.0,1.000000,1.370974,2.500757,1.677316,1.167374
7430.0,1.000000,1.371434,2.403599,1.677316,1.166314
7440.0,1.000000,1.372617,2.264366,1.677316,1.170427
7450.0,1.000000,1.373801,2.125131,1.677316,1.172024
7460.0,1.000000,1.373801,2.126117,1.676132,1.169377
7470.0,1.000000,1.373801,2.127105,1.674949,1.168708
7480.0,1.000000,1.374170,2.017866,1.672646,1.169840
7490.0,1.000000,1.375397,1.651437,1.667730,1.175637
7500.0,1.000000,1.376628,1.285008,1.662816,1.174766
7510.0,1.000000,1.376684,1.468353,1.660793,1.172110
7520.0,1.000000,1.376239,1.886473,1.660012,1.172232
7530.0,1.000000,1.375795,2.303606,1.659233,1.177886
7540.0,1.000000,1.378632,2.304213,1.670679,1.191772
7550.0,1.000000,1.381476,2.304821,1.682150,1.191925
7560.0,1.000000,1.383971,2.306711,1.691914,1.182340
7570.0,1.000000,1.385642,2.311589,1.697649,1.180468
7580.0,1.000000,1.387317,2.316478,1.703401,1.182296
7590.0,1.000000,1.387821,2.368056,1.698377,1.186195
7600.0,1.000000,1.387821,2.439636,1.688731,1.179342
7610.0,1.000000,1.387821,2.511217,1.679086,1.180215
7620.0,1.000000,1.389471,2.512420,1.675288,1.195403
7630.0,1.000000,1.391124,2.513624,1.671481,1.192196
7640.0,1.000000,1.391687,2.514470,1.668454,1.188150
7650.0,1.000000,1.389703,2.514470,1.667263,1.175514
7660.0,1.000000,1.387718,2.514470,1.666071,1.187560
7670.0,1.000000,1.381977,2.515089,1.665595,1.193786
7680.0,1.000000,1.373733,2.516119,1.665595,1.190239
7690.0,1.000000,1.365487,2.517149,1.665595,1.176378
7700.0,1.000000,1.363177,2.057798,1.669573,1.174985
7710.0,1.000000,1.360856,1.596248,1.673569,1.192491
7720.0,1.000000,1.358736,1.271746,1.676134,1.210396
7730.0,1.000000,1.357110,1.271421,1.675325,1.213260
7740.0,1.000000,1.355488,1.271097,1.674515,1.205561
7750.0,1.000000,1.353833,1.429023,1.674437,1.198609
7760.0,1.000000,1.352154,1.691924,1.674836,1.195129
7770.0,1.000000,1.350483,1.954179,1.675241,1.191681
7780.0,1.000000,1.358819,2.162489,1.683578,1.186133
7790.0,1.000000,1.367154,2.370797,1.691914,1.189483
7800.0,1.000000,1.372989,2.517178,1.700428,1.189902
7810.0,1.000000,1.372989,2.519064,1.709360,1.193593
7820.0,1.000000,1.372989,2.520951,1.718293,1.192321
7830.0,1.000000,1.374753,2.522350,1.726486,1.190434
7840.0,1.000000,1.377694,2.523429,1.734199,1.188816
7850.0,1.000000,1.380645,2.524517,1.741935,1.185885
7860.0,1.000000,1.378997,2.026755,1.724345,1.179901
7870.0,1.000000,1.377353,1.530179,1.706794,1.198954
7880.0,1.000000,1.376205,1.182924,1.694178,1.211153
7890.0,1.000000,1.376205,1.181732,1.692987,1.218564
7900.0,1.000000,1.376205,1.180541,1.691795,1.197657
7910.0,1.000000,1.376920,1.180065,1.690604,1.189550
7920.0,1.000000,1.378111,1.180065,1.689413,1.189504
7930.0,1.000000,1.379302,1.180065,1.688222,1.189854
7940.0,1.000000,1.376082,1.177837,1.688104,1.189537
7950.0,1.000000,1.372373,1.175366,1.688104,1.184880
7960.0,1.000000,1.367499,1.173214,1.687500,1.193502
7970.0,1.000000,1.359929,1.171819,1.685493,1.190930
7980.0,1.000000,1.352374,1.170427,1.683491,1.188650
7990.0,1.000000,1.350573,1.172256,1.680879,1.180741
8000.0,1.000000,1.352597,1.176239,1.677840,1.181560
8010.0,1.000000,1.354634,1.180242,1.674791,1.201606
8020.0,1.000000,1.352212,1.444541,1.671403,1.202577
8030.0,1.000000,1.349299,1.737067,1.667981,1.199138
8040.0,1.000000,1.347980,1.941488,1.667739,1.185443
8050.0,1.000000,1.350363,1.941752,1.674883,1.184470
8060.0,1.000000,1.352745,1.942016,1.682030,1.190900
8070.0,1.000000,1.355127,2.026915,1.687746,1.195719
8080.0,1.000000,1.357509,2.168235,1.692508,1.203296
8090.0,1.000000,1.359892,2.309554,1.697273,1.201166
8100.0,1.000000,1.361241,2.322388,1.698862,1.198495
8110.0,1.000000,1.362479,2.320945,1.700100,1.197519
8120.0,1.000000,1.362629,2.343337,1.695963,1.201658
8130.0,1.000000,1.360247,2.421342,1.679290,1.193503
8140.0,1.000000,1.357867,2.499345,1.662617,1.197180
8150.0,1.000000,1.354516,2.403498,1.654765,1.196619
8160.0,1.000000,1.350528,2.192153,1.652798,1.201112
8170.0,1.000000,1.346550,1.981311,1.650835,1.200889
8180.0,1.000000,1.340692,1.955798,1.649573,1.198782
8190.0,1.000000,1.334625,1.950847,1.648386,1.202298
8200.0,1.000000,1.329771,1.946848,1.647190,1.188821
8210.0,1.000000,1.329771,1.946654,1.645956,1.185021
8220.0,1.000000,1.329771,1.946463,1.644724,1.189382
8230.0,1.000000,1.336359,1.987138,1.644691,1.197115
8240.0,1.000000,1.347358,2.055186,1.645458,1.202766
8250.0,1.000000,1.358383,2.123396,1.646227,1.206762
8260.0,1.000000,1.363988,2.129078,1.646303,1.208260
8270.0,1.000000,1.368989,2.127802,1.646303,1.215677
8280.0,1.000000,1.373485,2.127004,1.647787,1.217193
8290.0,1.000000,1.375959,2.128124,1.655206,1.219540
8300.0,1.000000,1.378431,2.129241,1.662628,1.219857
8310.0,1.000000,1.379421,2.088643,1.669167,1.213472
8320.0,1.000000,1.379421,2.020233,1.675122,1.221050
8330.0,1.000000,1.379421,1.951822,1.681078,1.226006
8340.0,1.000000,1.380161,1.947930,1.685792,1.228168
8350.0,1.000000,1.380982,1.951210,1.690373,1.225666
8360.0,1.000000,1.381808,1.891504,1.692337,1.223404
8370.0,1.000000,1.382631,1.579608,1.683796,1.229036
8380.0,1.000000,1.383459,1.267343,1.675247,1.233027
8390.0,1.000000,1.383012,1.109684,1.666831,1.236035
8400.0,1.000000,1.381301,1.106919,1.658576,1.235852
8410.0,1.000000,1.379590,1.104158,1.650338,1.233979
8420.0,1.000000,1.360812,1.102701,1.646680,1.233490
8430.0,1.000000,1.340184,1.101390,1.643534,1.236356
8440.0,1.000000,1.324226,1.100345,1.641026,1.237725
8450.0,1.000000,1.326770,1.100345,1.641026,1.239793
8460.0,1.000000,1.329314,1.100345,1.641026,1.236853
8470.0,1.000000,1.330586,1.102597,1.640409,1.242321
8480.0,1.000000,1.330586,1.107103,1.639177,1.242924
8490.0,1.000000,1.330586,1.111610,1.637943,1.250112
8500.0,1.000000,1.329655,1.111700,1.633941,1.254756
8510.0,1.000000,1.328622,1.111299,1.629636,1.268966
8520.0,1.000000,1.327796,1.117428,1.625961,1.265345
8530.0,1.000000,1.327796,1.149689,1.624778,1.254975
8540.0,1.000000,1.327796,1.181952,1.623594,1.243798
8550.0,1.000000,1.328655,1.376874,1.628533,1.245308
8560.0,1.000000,1.330376,1.734455,1.639591,1.245771
8570.0,1.000000,1.332097,2.092035,1.650651,1.243905
8580.0,1.000000,1.337607,2.134614,1.659187,1.246118
8590.0,1.000000,1.343580,2.142244,1.667501,1.250728
8600.0,1.000000,1.349186,2.134079,1.675071,1.260589
8610.0,1.000000,1.353194,2.062453,1.679469,1.259821
8620.0,1.000000,1.357211,1.990656,1.683875,1.266179
8630.0,1.000000,1.359824,1.818052,1.679492,1.262158
8640.0,1.000000,1.361022,1.544770,1.666308,1.269578
8650.0,1.000000,1.362221,1.271487,1.653123,1.266664
8660.0,1.000000,1.362460,1.217825,1.649490,1.263289
8670.0,1.000000,1.362460,1.219069,1.648247,1.261360
8680.0,1.000000,1.361981,1.220306,1.647250,1.272592
8690.0,1.000000,1.359583,1.221505,1.647250,1.279611
8700.0,1.000000,1.357188,1.222702,1.647250,1.279224
8710.0,1.000000,1.353353,1.221105,1.644291,1.269926
8720.0,1.000000,1.348117,1.216740,1.638413,1.262037
8730.0,1.000000,1.342917,1.212403,1.632573,1.261464
8740.0,1.000000,1.339586,1.213723,1.633021,1.262898
8750.0,1.000000,1.336710,1.216456,1.635037,1.269242
8760.0,1.000000,1.334405,1.218887,1.636656,1.278053
8770.0,1.000000,1.334405,1.220078,1.636656,1.279747
8780.0,1.000000,1.334405,1.221269,1.636656,1.280721
8790.0,1.000000,1.334405,1.426998,1.638441,1.275557
8800.0,1.000000,1.334405,1.837263,1.642015,1.277210
8810.0,1.000000,1.334405,2.247530,1.645588,1.273669
8820.0,1.000000,1.337709,2.387845,1.653876,1.272156
8830.0,1.000000,1.341845,2.460832,1.663360,1.274198
8840.0,1.000000,1.345721,2.520195,1.671604,1.284599
8850.0,1.000000,1.348526,2.524405,1.674801,1.287797
8860.0,1.000000,1.351340,2.528627,1.678006,1.294670
8870.0,1.000000,1.352874,2.303610,1.673021,1.292378
8880.0,1.000000,1.353114,1.849336,1.659837,1.308411
8890.0,1.000000,1.353355,1.395062,1.646652,1.318070
8900.0,1.000000,1.353598,1.298454,1.642097,1.323564
8910.0,1.000000,1.353838,1.291264,1.639700,1.310612
8920.0,1.000000,1.354247,1.285177,1.637745,1.293792
8930.0,1.000000,1.356177,1.289050,1.639785,1.290725
8940.0,1.000000,1.358112,1.292936,1.641834,1.295901
8950.0,1.000000,1.360021,1.293961,1.643847,1.307596
8960.0,1.000000,1.361902,1.292120,1.645827,1.308049
8970.0,1.000000,1.363787,1.290273,1.647813,1.314778
8980.0,1.000000,1.364359,1.663407,1.648208,1.316953
8990.0,1.000000,1.364601,2.130291,1.648208,1.320928
9000.0,1.000000,1.364610,2.550487,1.648081,1.314568
9010.0,1.000000,1.362523,2.550487,1.646829,1.313798
9020.0,1.000000,1.360435,2.550487,1.645575,1.321376
9030.0,1.000000,1.359190,2.443717,1.644346,1.326666
9040.0,1.000000,1.358787,2.230183,1.643139,1.340674
9050.0,1.000000,1.358387,2.016646,1.641933,1.349805
9060.0,1.000000,1.356033,1.972037,1.645896,1.347995
9070.0,1.000000,1.353196,1.969662,1.651136,1.334719
9080.0,1.000000,1.350775,1.974420,1.656345,1.314849
9090.0,1.000000,1.352025,2.043280,1.661341,1.317151
9100.0,1.000000,1.353272,2.112141,1.666336,1.314297
9110.0,1.000000,1.353082,2.112743,1.669029,1.323471
9120.0,1.000000,1.351458,2.045218,1.669427,1.320841
9130.0,1.000000,1.349837,1.977854,1.669823,1.318692
9140.0,1.000000,1.349178,1.728774,1.656806,1.310084
9150.0,1.000000,1.348760,1.434876,1.640471,1.303943
9160.0,1.000000,1.348708,1.171246,1.625954,1.304918
9170.0,1.000000,1.351940,1.174053,1.627454,1.306010
9180.0,1.000000,1.355188,1.176873,1.628963,1.310679
9190.0,1.000000,1.355520,1.178572,1.629871,1.324553
9200.0,1.000000,1.351463,1.178572,1.629871,1.327219
9210.0,1.000000,1.347403,1.178572,1.629871,1.322515
9220.0,1.000000,1.343346,1.178572,1.629871,1.302265
9230.0,1.000000,1.339287,1.178572,1.629871,1.295281
